 ,Label,Area,Mean,Min,Max,X,Y,Angle,Length
1,slice4-nmdablocker.lif - Series004:0008-0683-0860:z:8/16 - Series004,0.636,239.927,181.000,255.000,206.890,164.141,90.000,2.408
2,slice4-nmdablocker.lif - Series004:0008-0666-0782:z:8/16 - Series004,0.752,248.592,190.500,255.000,188.011,160.113,-84.806,2.768
3,slice4-nmdablocker.lif - Series004:0011-0729-0821:z:11/16 - Series004,0.810,214.659,48.000,255.000,197.391,175.325,-85.601,3.129
4,slice4-nmdablocker.lif - Series004:0011-0712-0926:z:11/16 - Series004,0.925,240.254,106.250,255.000,222.763,171.296,-81.870,3.539
5,slice4-nmdablocker.lif - Series004:0009-0521-0876:z:9/16 - Series004,0.636,235.779,79.000,255.000,210.558,125.240,77.471,2.335
6,slice4-nmdablocker.lif - Series004:0009-0537-0873:z:9/16 - Series004,0.694,243.713,180.500,255.000,209.957,129.088,100.305,2.571
7,slice4-nmdablocker.lif - Series004:0009-0454-0823:z:9/16 - Series004,0.752,174.567,103.167,245.500,197.992,109.187,-80.538,2.948
8,slice4-nmdablocker.lif - Series004:0009-0431-0792:z:9/16 - Series004,0.868,249.645,191.500,255.000,190.416,103.475,85.914,3.249
9,slice4-nmdablocker.lif - Series004:0009-0561-0752:z:9/16 - Series004,0.925,232.198,127.000,255.000,180.736,135.041,-82.405,3.639
10,slice4-nmdablocker.lif - Series004:0005-0494-0862:z:5/16 - Series004,0.752,233.308,177.000,255.000,207.311,118.807,90.000,2.886
11,slice4-nmdablocker.lif - Series004:0005-0517-0863:z:5/16 - Series004,0.983,242.258,163.000,255.000,207.612,124.158,-82.875,3.776
12,slice4-nmdablocker.lif - Series004:0005-0339-0935:z:5/16 - Series004,0.868,242.414,93.000,255.000,224.928,81.530,90.000,3.369
13,slice4-nmdablocker.lif - Series004:0005-0279-0995:z:5/16 - Series004,0.694,224.417,159.909,255.000,239.358,67.100,-90.000,2.648
14,slice4-nmdablocker.lif - Series004:0005-0345-0997:z:5/16 - Series004,0.810,133.922,61.430,211.620,239.839,82.912,72.897,3.195
15,slice4-nmdablocker.lif - Series004:0005-0323-0821:z:5/16 - Series004,0.810,243.976,184.000,255.000,197.391,77.561,67.380,3.082
16,slice4-nmdablocker.lif - Series004:0005-0435-0822:z:5/16 - Series004,0.636,162.870,121.700,197.445,197.811,104.437,73.301,2.396
17,slice4-nmdablocker.lif - Series004:0009-0242-0805:z:9/16 - Series004,0.694,235.779,191.397,255.000,193.603,58.261,-78.690,2.571
18,slice4-nmdablocker.lif - Series004:0009-0222-0797:z:9/16 - Series004,0.810,105.162,65.615,144.346,191.739,53.391,90.000,3.129
19,slice4-nmdablocker.lif - Series004:0009-0125-0764:z:9/16 - Series004,0.752,238.024,164.000,255.000,183.682,30.063,55.008,2.868
