 ,Label,Area,Mean,Min,Max,X,Y,Angle,Length
1,slice3-nmdablocker.lif - Series004:0001-0830-0391:z:1/37 - Series004,0.810,220.595,76.500,255.000,94.096,199.675,-90.000,3.009
2,slice3-nmdablocker.lif - Series004:0001-0817-0395:z:1/37 - Series004,0.578,219.230,87.000,255.000,95.118,196.549,82.875,2.058
3,slice3-nmdablocker.lif - Series004:0001-0843-0337:z:1/37 - Series004,0.636,162.430,115.650,197.400,80.988,202.621,95.711,2.408
4,slice3-nmdablocker.lif - Series004:0001-0861-0333:z:1/37 - Series004,0.752,245.577,193.000,255.000,80.147,207.071,90.000,2.889
5,slice3-nmdablocker.lif - Series004:0001-0782-0288:z:1/37 - Series004,0.694,237.177,139.000,255.000,69.384,188.071,-63.435,2.689
6,slice3-nmdablocker.lif - Series004:0001-0771-0288:z:1/37 - Series004,0.463,237.392,171.000,255.000,69.084,185.366,-74.055,1.604
7,slice3-nmdablocker.lif - Series004:0001-0771-0443:z:1/37 - Series004,0.521,245.927,207.000,255.000,106.602,185.546,-39.806,1.972
8,slice3-nmdablocker.lif - Series004:0001-0765-0435:z:1/37 - Series004,0.463,243.858,183.250,255.000,104.557,183.862,-38.660,1.636
9,slice3-nmdablocker.lif - Series004:0001-1008-0300:z:1/37 - Series004,0.983,238.864,120.000,255.000,72.090,242.364,101.310,3.822
10,slice3-nmdablocker.lif - Series004:0001-0728-0667:z:1/37 - Series004,0.578,255.000,255.000,255.000,160.474,175.204,-90.000,2.168
11,slice3-nmdablocker.lif - Series004:0001-0759-0750:z:1/37 - Series004,0.578,240.535,177.000,255.000,180.375,182.419,-69.444,2.055
12,slice3-nmdablocker.lif - Series004:0001-0771-0753:z:1/37 - Series004,0.578,232.274,86.000,255.000,181.217,185.366,-71.565,2.168
13,slice3-nmdablocker.lif - Series004:0001-0758-0768:z:1/37 - Series004,0.694,243.250,114.000,255.000,184.764,182.419,-90.000,2.648
14,slice3-nmdablocker.lif - Series004:0001-0776-0768:z:1/37 - Series004,0.925,244.515,170.000,255.000,184.524,186.568,-97.595,3.506
