X0,Y0,Y1,Y2
0.00000,56.750,250.125,0
0.16949,58.738,255.000,0
0.33898,64.056,255.000,0
0.50847,61.477,255.000,0
0.67797,64.290,255.000,0
0.84746,70.461,245.575,0
1.01695,82.466,198.982,0
1.18644,96.210,158.593,0
1.35593,120.005,138.499,0
1.52542,150.610,103.954,0
1.69492,195.556,83.644,0
1.86441,230.160,73.321,0
2.03390,246.467,70.989,0
2.20339,253.298,66.210,0
2.37288,255.000,68.832,0
2.54237,255.000,81.088,0
2.71186,255.000,83.315,0
2.88136,255.000,78.301,0
3.05085,255.000,78.707,0
3.22034,255.000,81.274,0
3.38983,255.000,82.656,0
3.55932,255.000,83.058,0
3.72881,255.000,87.069,0
3.89831,255.000,90.044,0
4.06780,255.000,98.728,0
4.23729,255.000,119.724,0
4.40678,255.000,128.432,0
4.57627,255.000,131.027,0
4.74576,255.000,128.063,0
4.91525,255.000,124.349,0
5.08475,255.000,128.514,0
5.25424,246.750,130.375,0
