X0,Y0,Y1,Y2
0.00000,132.000,223.444,0
0.16949,94.052,255.000,0
0.33898,89.801,255.000,0
0.50847,93.724,255.000,0
0.67797,100.936,255.000,0
0.84746,105.941,255.000,0
1.01695,98.127,254.136,0
1.18644,97.737,254.672,0
1.35593,101.671,250.994,0
1.52542,97.975,232.683,0
1.69492,92.030,207.570,0
1.86441,106.995,167.281,0
2.03390,100.150,128.710,0
2.20339,99.176,115.710,0
2.37288,116.265,96.701,0
2.54237,131.821,69.473,0
2.71186,169.151,55.805,0
2.88136,220.557,49.680,0
3.05085,249.549,46.269,0
3.22034,255.000,40.049,0
3.38983,255.000,50.365,0
3.55932,255.000,54.484,0
3.72881,255.000,57.356,0
3.89831,255.000,63.124,0
4.06780,255.000,64.445,0
4.23729,255.000,53.287,0
4.40678,255.000,55.913,0
4.57627,255.000,51.499,0
4.74576,252.119,45.192,0
4.91525,225.133,41.109,0
5.08475,199.836,34.995,0
5.25424,202.333,36.556,0
