X0,Y0,Y1,Y2
0.00000,42.667,0.000,0
0.17094,177.913,0.000,0
0.34188,255.000,0.000,0
0.51282,255.000,0.000,0
0.68376,255.000,0.000,0
0.85470,255.000,0.000,0
1.02564,255.000,0.000,0
1.19658,255.000,0.000,0
1.36752,255.000,0.000,0
1.53846,255.000,0.000,0
1.70940,255.000,0.000,0
1.88034,255.000,0.000,0
2.05128,248.667,12.000,0
2.22222,254.443,44.102,0
2.39316,255.000,97.224,0
2.56410,252.042,160.146,0
2.73504,203.605,205.370,0
2.90598,96.773,239.871,0
3.07692,30.708,211.750,0
3.24786,0.000,224.027,0
3.41880,0.000,192.667,0
3.58974,0.000,176.708,0
3.76068,0.000,156.809,0
3.93162,0.000,131.706,0
4.10256,0.000,106.333,0
