X0,Y0,Y1,Y2
0.00000,86.222,177.667,0
0.16949,76.463,197.463,0
0.33898,67.499,228.690,0
0.50847,62.696,246.552,0
0.67797,53.231,224.083,0
0.84746,50.484,221.269,0
1.01695,52.802,249.168,0
1.18644,58.504,253.661,0
1.35593,54.118,189.853,0
1.52542,50.455,117.906,0
1.69492,52.545,82.223,0
1.86441,59.778,74.667,0
2.03390,70.268,67.630,0
2.20339,83.901,62.413,0
2.37288,99.489,64.480,0
2.54237,121.469,62.353,0
2.71186,144.579,59.554,0
2.88136,160.755,58.999,0
3.05085,191.151,63.826,0
3.22034,219.355,69.769,0
3.38983,237.873,75.374,0
3.55932,243.417,72.126,0
3.72881,229.000,85.000,0
