X0,Y0,Y1,Y2
0.00000,41.889,255.000,0
0.16949,59.640,255.000,0
0.33898,76.561,255.000,0
0.50847,81.651,233.783,0
0.67797,88.797,126.312,0
0.84746,109.963,36.772,0
1.01695,132.666,7.661,0
1.18644,161.102,0.584,0
1.35593,223.206,0.000,0
1.52542,253.878,0.000,0
1.69492,255.000,0.000,0
1.86441,255.000,0.000,0
2.03390,255.000,0.000,0
2.20339,255.000,0.000,0
2.37288,255.000,0.000,0
2.54237,255.000,0.000,0
2.71186,250.051,0.000,0
2.88136,177.111,0.000,0
