X0,Y0,Y1,Y2
0.00000,232.000,0,108.250
0.16949,253.601,0,108.441
0.33898,255.000,0,105.891
0.50847,255.000,0,101.730
0.67797,255.000,0,100.435
0.84746,255.000,0,103.271
1.01695,255.000,0,102.952
1.18644,255.000,0,100.538
1.35593,255.000,0,101.265
1.52542,255.000,0,99.627
1.69492,255.000,0,101.725
1.86441,255.000,0,99.095
2.03390,255.000,0,94.899
2.20339,255.000,0,93.908
2.37288,255.000,0,93.535
2.54237,251.110,0,93.349
2.71186,236.954,0,94.534
2.88136,223.576,0,92.171
3.05085,206.042,0,91.389
3.22034,203.739,0,93.252
3.38983,208.842,0,98.670
3.55932,209.749,0,105.841
3.72881,179.147,0,112.461
3.89831,149.532,0,117.138
4.06780,130.083,0,140.810
4.23729,112.478,0,188.580
4.40678,98.483,0,242.540
4.57627,94.013,0,255.000
4.74576,86.937,0,255.000
4.91525,85.045,0,255.000
5.08475,80.405,0,255.000
5.25424,81.241,0,255.000
5.42373,80.339,0,255.000
5.59322,76.554,0,252.055
5.76271,77.981,0,244.601
5.93220,81.464,0,246.640
6.10170,77.398,0,251.408
6.27119,74.870,0,238.631
6.44068,76.346,0,234.081
6.61017,78.442,0,240.923
6.77966,75.420,0,222.052
6.94915,75.000,0,191.000
