X0,Y0,Y1,Y2
0.00000,83.333,157.333,0
0.16949,87.063,175.825,0
0.33898,91.825,150.587,0
0.50847,90.381,134.810,0
0.67797,95.778,106.937,0
0.84746,102.317,73.508,0
1.01695,110.714,60.571,0
1.18644,128.889,45.222,0
1.35593,149.270,44.333,0
1.52542,161.905,41.524,0
1.69492,179.349,42.460,0
1.86441,206.063,38.984,0
2.03390,238.714,40.905,0
2.20339,255.000,38.016,0
2.37288,255.000,52.444,0
2.54237,255.000,30.714,0
2.71186,255.000,36.667,0
2.88136,255.000,26.905,0
3.05085,255.000,33.143,0
3.22034,244.683,29.698,0
3.38983,230.302,36.016,0
3.55932,216.333,34.333,0
