X0,Y0,Y1,Y2
0.00000,0.000,255.000,0
0.16949,0.000,221.296,0
0.33898,13.923,227.250,0
0.50847,42.605,36.716,0
0.67797,61.842,0.000,0
0.84746,97.790,0.000,0
1.01695,114.136,0.000,0
1.18644,139.027,51.907,0
1.35593,151.004,23.594,0
1.52542,171.889,0.000,0
1.69492,182.465,0.000,0
1.86441,178.011,0.000,0
2.03390,170.469,0.000,0
2.20339,171.820,0.000,0
2.37288,156.465,0.000,0
2.54237,126.741,0.000,0
2.71186,147.270,0.000,0
2.88136,176.889,0.000,0
3.05085,169.667,0.000,0
3.22034,165.292,0.000,0
3.38983,178.557,0.000,0
3.55932,184.963,0.000,0
3.72881,157.012,0.000,0
3.89831,137.081,0.000,0
4.06780,153.432,0.000,0
4.23729,116.582,0.000,0
4.40678,124.505,0.000,0
4.57627,72.000,0.000,0
