X0,Y0,Y1,Y2
0.00000,229.500,0.000,0
0.17094,255.000,0.000,0
0.34188,255.000,0.000,0
0.51282,255.000,40.605,0
0.68376,255.000,152.770,0
0.85470,255.000,232.321,0
1.02564,255.000,255.000,0
1.19658,255.000,255.000,0
1.36752,255.000,255.000,0
1.53846,255.000,251.692,0
1.70940,255.000,250.321,0
1.88034,255.000,255.000,0
2.05128,241.155,255.000,0
2.22222,208.304,255.000,0
2.39316,158.791,255.000,0
2.56410,61.766,255.000,0
2.73504,32.283,255.000,0
2.90598,2.217,255.000,0
3.07692,0.000,254.277,0
3.24786,0.000,238.817,0
3.41880,0.000,218.581,0
3.58974,0.000,214.490,0
3.76068,0.000,248.996,0
3.93162,0.000,179.000,0
