 ,Label,Area,Mean,Min,Max,X,Y,Angle,Length
1,Slice5-3doses.lif - Series006:0001-0293-0239:z:1/34 - Series006,0.488,246.600,176.000,255.000,43.110,52.850,53.973,2.453
2,Slice5-3doses.lif - Series006:0001-0311-0232:z:1/34 - Series006,0.586,106.030,49.000,179.059,41.802,56.052,49.764,3.085
3,Slice5-3doses.lif - Series006:0001-0401-0385:z:1/34 - Series006,0.618,143.088,75.222,215.259,69.444,72.240,42.709,3.191
4,Slice5-3doses.lif - Series006:0001-0441-0305:z:1/34 - Series006,0.553,111.690,41.290,214.263,54.969,79.500,55.305,2.832
5,Slice5-3doses.lif - Series006:0001-0456-0289:z:1/34 - Series006,0.553,167.004,99.162,254.774,52.174,82.116,60.255,2.878
6,Slice5-3doses.lif - Series006:0001-0552-0258:z:1/34 - Series006,0.488,213.869,79.214,255.000,46.627,99.477,59.744,2.506
7,Slice5-3doses.lif - Series006:0001-0565-0250:z:1/34 - Series006,0.423,55.596,17.000,92.375,44.959,102.002,48.366,2.113
8,Slice5-3doses.lif - Series006:0001-0387-0397:z:1/34 - Series006,0.325,238.696,139.000,255.000,71.699,69.760,54.462,1.626
9,Slice5-3doses.lif - Series006:0001-0288-0299:z:1/34 - Series006,0.423,186.250,73.250,240.000,53.842,51.993,59.036,2.181
10,Slice5-3doses.lif - Series006:0001-0362-0490:z:1/34 - Series006,0.586,189.107,40.000,255.000,88.474,65.206,57.265,3.002
11,Slice5-3doses.lif - Series006:0001-0375-0479:z:1/34 - Series006,0.423,215.260,89.000,255.000,86.310,67.596,61.390,2.181
12,Slice5-3doses.lif - Series006:0001-0145-0618:z:1/34 - Series006,0.586,172.067,112.730,245.281,111.337,26.199,54.462,3.127
13,Slice5-3doses.lif - Series006:0001-0162-0606:z:1/34 - Series006,0.586,141.151,46.500,236.081,109.398,29.131,57.265,3.002
14,Slice5-3doses.lif - Series006:0001-0140-0690:z:1/34 - Series006,0.488,106.977,64.633,170.781,124.459,25.117,45.000,2.488
15,Slice5-3doses.lif - Series006:0001-0149-0674:z:1/34 - Series006,0.488,175.640,74.062,255.000,121.618,26.831,53.973,2.437
16,Slice5-3doses.lif - Series006:0001-0247-0707:z:1/34 - Series006,0.488,211.397,49.000,255.000,127.480,44.643,50.711,2.507
17,Slice5-3doses.lif - Series006:0001-0068-0837:z:1/34 - Series006,0.358,189.232,48.000,235.050,150.974,12.220,49.399,1.732
18,Slice5-3doses.lif - Series006:0001-0295-0672:z:1/34 - Series006,0.521,161.445,98.500,235.917,121.122,53.166,58.392,2.677
19,Slice5-3doses.lif - Series006:0006-0750-0400:z:6/34 - Series006,0.748,190.640,40.000,255.000,72.060,135.372,74.055,3.939
20,Slice5-3doses.lif - Series006:0006-0779-0393:z:6/34 - Series006,0.813,204.723,79.500,255.000,70.887,140.467,80.134,4.300
21,Slice5-3doses.lif - Series006:0006-0660-0525:z:6/34 - Series006,0.553,199.321,96.375,255.000,94.697,119.048,42.510,2.936
22,Slice5-3doses.lif - Series006:0006-0649-0540:z:6/34 - Series006,0.423,71.946,42.406,111.465,97.403,116.928,55.008,2.129
23,Slice5-3doses.lif - Series006:0006-0614-0271:z:6/34 - Series006,0.423,175.077,114.000,255.000,48.882,110.660,75.964,2.231
24,Slice5-3doses.lif - Series006:0006-0634-0262:z:6/34 - Series006,0.716,115.117,71.000,198.677,47.168,114.268,60.945,3.714
25,Slice5-3doses.lif - Series006:0006-0633-0201:z:6/34 - Series006,0.553,196.416,93.000,255.000,36.210,114.132,55.305,2.878
26,Slice5-3doses.lif - Series006:0006-0648-0192:z:6/34 - Series006,0.488,162.733,115.500,230.143,34.722,116.793,59.744,2.506
27,Slice5-3doses.lif - Series006:0006-0132-0665:z:6/34 - Series006,0.716,147.638,84.000,227.500,119.995,23.900,46.975,3.763
28,Slice5-3doses.lif - Series006:0006-0144-0651:z:6/34 - Series006,0.325,220.459,177.000,255.000,117.379,25.929,54.462,1.678
29,Slice5-3doses.lif - Series006:0006-0139-0621:z:6/34 - Series006,1.106,209.208,103.517,255.000,112.058,24.937,47.490,5.868
30,Slice5-3doses.lif - Series006:0006-0143-0599:z:6/34 - Series006,0.553,166.271,73.000,228.699,107.909,25.794,42.510,2.870
31,Slice5-3doses.lif - Series006:0006-0162-0606:z:6/34 - Series006,0.521,135.631,81.787,210.333,109.398,29.085,53.130,2.634
32,Slice5-3doses.lif - Series006:0006-0247-0708:z:6/34 - Series006,0.455,227.239,106.500,255.000,127.661,44.553,45.000,2.360
33,Slice5-3doses.lif - Series006:0007-0265-0696:z:7/34 - Series006,0.683,201.427,68.000,255.000,125.496,47.799,63.435,3.591
34,Slice5-3doses.lif - Series006:0007-0318-0705:z:7/34 - Series006,0.683,163.214,88.500,191.281,127.164,57.224,81.469,3.559
35,Slice5-3doses.lif - Series006:0007-0295-0713:z:7/34 - Series006,0.618,136.886,51.000,189.668,128.562,53.301,67.620,3.283
36,Slice5-3doses.lif - Series006:0007-0061-0841:z:7/34 - Series006,1.009,196.462,71.250,255.000,151.605,10.958,51.953,5.339
37,Slice5-3doses.lif - Series006:0018-0040-0691:z:18/34 - Series006,0.618,162.813,70.250,255.000,124.549,7.215,56.310,3.252
38,Slice5-3doses.lif - Series006:0018-0025-0702:z:18/34 - Series006,0.358,48.667,27.940,75.137,126.578,4.374,73.301,1.826
