Length 
4.276
3.679
3.701
2.31
4.704
2.564
2.753
2.564
3.446
2.601
2.958
3.082
7.758
4.803
4.599
3.553
2.427
3.066
3.537
4.954
3.489
2.479
2.001
4.169
3.569
3.856
3.736
2.141
3.202
3.878
2.64
3.044
2.987
3.506
3.103
3.926
2.776
3.704
2.977
4.538
2.479
2.502
2.044
3.177
2.807
1.924
3.238
3.073
2.511
2.67
2.807
4.571
3.625
2.977
3.195
4.336
3.608
2.601
3.997
3.537
2.573
6.137
4.595
3.227
3.537
3.85
3.317
2.851
2.908
3.249
3.376
3.395
2.207
4.626
2.59
4.677
3.042
3.156
2.807
3.446
2.908
3.439
4.435
3.944
3.227
4.81
4.195
4.153
3.252
3.103
3.86
3.652
2.564
3.446
3.701
3.594
2.179
2.823
3.072
2.506
2.747
2.512
4.52
2.231
2.551
2.747
3.446
2.753
3.072
3.252
2.8
2.427
4.081
2.601
3.403
3.082
3.446
3.103
2.551
2.936
2.551
2.427
3.103
3.15
3.15
2.453
3.066
2.31
4.455
2.706
3.252
2.823
2.852
2.512
3.103
1.702
2.453
2.551
3.15
3.96
3.267
2.111
3.553
1.917
2.172
2.852
2.908
2.194
3.972
3.446
4.287
3.58
3.47
3.326
3.066
2.706
2.551
2.296
4.164
2.908
3.553
3.066
2.986
3.432
3.196
3.196
3.753
3.47
3.066
5.243
3.826
2.352
3.103
3.326
3.764
4.762
4.935
2.427
2.753
2.823
2.852
2.852
3.326
2.345
3.082
2.352
2.8
3.227
3.403
2.017
3.571
3.072
4.113
1.839
2.104
2.823
3.082
2.583
5.203
4.073
6.899
