Length 
3.355
3.002
1.839
2.017
2.512
2.104
2.852
3.326
3.652
3.252
2.506
1.984
4.195
2.564
2.936
2.601
2.601
2.453
2.986
2.908
4.599
5.127
2.908
3.826
3.873
2.958
3.985
3.252
3.652
2.908
3.191
2.551
4.48
3.316
3.902
3.072
3.191
1.951
3.753
4.211
3.316
5.974
2.753
3.719
3.571
4.455
3.553
3.066
5.853
2.986
3.719
2.42
4.62
3.594
3.719
3.103
3.885
4.513
3.835
2.453
3.719
2.852
4.363
3.63
3.571
4.923
3.86
2.601
3.072
2.601
3.835
3.753
3.061
3.465
3.652
3.316
2.852
2.111
2.753
3.571
3.311
2.818
5.495
3.544
4.48
3.191
1.804
3.972
2.852
3.155
3.211
2.689
4.626
2.906
3.639
4.474
3.878
2.858
2.1
2.702
2.926
3.657
3.202
3.745
3.066
2.987
3.803
4.096
3.035
2.435
2.048
3.704
2.745
2.83
2.928
2.237
3.202
1.775
2.453
2.768
2.818
2.702
2.417
3.496
2.551
2.83
2.747
3.842
3.902
1.82
3.52
3.902
3.028
3.981
2.313
3.282
2.838
2.702
3.639
3.774
1.407
2.702
4.146
2.818
3.469
2.987
2.911
2.868
3.202
2.453
3.238
2.435
2.776
2.911
2.396
3.061
3.997
3.803
2.958
2.405
3.587
3.575
3.665
4.04
3.439
4.174
2.776
3.082
3.872
2.987
4.64
2.178
2.97
3.689
2.886
3.506
3.422
3.651
3.256
3.066
3.985
2.67
2.646
2.797
4.474
3.082
3.386
3.439
3.376
2.805
2.168
3.944
3.911
3.386
3.129
2.297
3.156
3.575
2.926
3.835
2.975
