Length 
3.701
3.191
3.502
2.73
3.15
1.374
2.747
1.804
2.681
2.806
3.252
3.227
2.601
2.583
2.352
2.936
3.432
2.583
2.601
2.823
2.975
1.663
2.583
3.103
3.082
2.8
2.886
2.936
3.446
3.558
2.852
4.033
2.818
2.104
3.082
2.936
3.894
3.252
4.287
2.681
3.432
3.155
3.465
2.806
2.936
2.601
3.002
2.753
2.852
2.73
4.121
3.389
3.103
3.252
3.753
4.276
3.894
3.648
3.956
2.958
3.389
3.252
4.033
1.301
3.608
3.47
1.813
2.42
2.818
2.958
3.956
2.345
4.005
3.326
1.804
3.805
2.681
3.842
2.858
2.926
2.702
3.302
1.867
2.637
3.136
2.747
2.911
3.915
1.788
2.648
2.768
2.97
4.356
2.656
3.016
2.405
3.175
1.924
3.506
3.764
2.435
3.774
2.906
2.742
3.745
3.238
3.506
2.97
2.217
2.435
3.714
2.67
3.671
3.61
3.335
3.122
3.665
2.662
4.083
2.851
3.608
2.838
3.439
5.105
3.487
3.006
2.297
3.704
3.369
3.211
3.58
3.252
3.15
2.532
2.564
2.601
3.648
3.196
2.532
3.082
2.532
3.066
3.247
3.422
3.502
3.835
3.061
2.172
4.195
3.594
3.072
5.996
2.532
4.329
2.823
4.276
2.202
3.714
2.958
4.2
4.262
2.601
2.906
4.282
4.816
3.163
5.313
3.401
5.661
4.138
3.136
3.856
3.367
4.336
4.905
4.576
3.639
3.255
2.456
2.911
4.073
3.449
3.295
3.255
3.005
3.255
2.855
3.407
3.329
2.456
2.961
4.348
3.329
3.314
4.698
3.943
4.767
3.796
2.939
2.515
3.407
