Length 
2.71
3.258
5.426
1.907
4.009
3.247
4.314
1.64
4.107
1.206
3.013
2.815
3.35
2.369
3.136
2.069
3.136
3.502
2.975
2.975
3.878
2.041
3.575
2.217
3.575
3.013
5.056
4.336
2.217
2.689
4.032
3.401
3.944
3.663
2.557
3.209
2.405
3.803
2.055
1.684
3.551
4.081
5.495
6.738
5.241
2.561
3.345
2.9
2.736
3.39
3.105
2.389
1.778
2.389
4.262
7.235
3.981
4.302
2.742
3.013
4.262
2.269
3.401
2.936
2.282
2.369
13.265
8.65
4.444
4.479
2.742
6.494
3.551
5.296
4.356
4.57
4.81
5.051
3.803
3.966
4.57
5.717
3.042
5.378
3.136
4.081
4.096
3.966
3.757
5.95
5.63
4.816
6.084
5.495
3.418
2.742
4.089
2.453
3.136
4.626
3.679
4.493
2.057
4.637
2.345
5.423
3.96
2.041
3.072
3.47
3.792
2.017
5.603
4.69
4.164
5.259
3.002
3.972
5.063
6.438
3.856
2.852
5.557
3.211
5.533
1.141
2.42
2.551
4.333
3.15
2.427
1.804
1.313
3.47
4.735
2.712
1.883
3.47
2.706
3.679
3.252
3.63
3.155
5.459
3.625
1.813
3.427
2.296
4.599
9.243
4.419
2.604
3.37
3.611
5.783
5.061
3.768
4.259
4.875
3.611
3.472
5.107
8.409
10.377
3.919
3.447
4.58
5.542
3.882
4.875
10.148
9.459
5.955
6.038
11.538
9.401
3.554
4.439
2.219
3.379
2.455
3.985
3.353
1.736
2.219
2.407
3.23
2.909
7.158
13.102
11.249
3.007
3.359
5.865
5.004
2.835
5.989
5.845
3.862
6.154
2.835
