Length 
3.27
2.429
4.557
2.508
2.978
2.978
2.666
2.826
1.994
3.373
1.919
1.703
3.158
2.059
2.174
2.429
2.528
3.722
2.585
3.075
2.059
2.508
3.005
2.456
3.005
2.174
2.82
2.429
2.684
2.515
4.994
1.919
2.939
2.666
3.506
2.826
2.666
2.174
2.429
2.553
2.059
3.358
2.456
1.986
3.005
1.986
3.27
3.23
1.665
3.792
3.634
3.153
3.597
2.889
2.167
3.839
2.604
3.656
2.174
3.506
3.392
4.009
2.732
3.722
2.684
3.23
2.629
3.194
3.255
3.069
3.358
2.989
3.839
3.656
3.329
3.075
3.075
3.085
3.809
3.611
1.994
2.375
2.585
2.604
2.347
2.803
2.197
3.435
2.197
4.057
2.604
3.085
2.756
2.019
4.168
3.556
3.064
2.429
2.312
2.508
2.82
3.075
3.314
3.877
4.23
2.708
4.341
5.173
3.96
3.064
4.603
3.255
3.96
2.75
4.426
4.009
3.473
2.666
3.392
3.255
3.997
2.508
3.153
2.456
5.609
3.064
3.997
3.358
4.596
2.528
2.553
3.295
2.708
5.464
3.705
2.82
2.855
2.429
3.255
2.917
4.23
5.264
4.47
2.911
3.83
3.96
2.894
3.487
2.684
2.989
3.575
2.684
2.714
3.547
2.911
3.215
4.467
4.168
4.459
4.037
2.75
4.093
4.797
3.13
4.114
3.579
4.204
4.845
4.34
4.114
4.1
3.882
3.344
4.36
3.016
3.554
2.648
3.889
2.407
2.889
3.139
3.13
2.692
4.742
3.889
2.911
2.604
3.473
4.862
4.441
2.855
4.215
3.329
3.556
4.057
2.75
4.928
3.705
3.358
3.487
3.629
