X0,Y0,Y1,Y2
0.00000,147.000,0,71.000
0.16949,180.641,0,74.772
0.33898,238.565,0,69.043
0.50847,254.772,0,74.989
0.67797,255.000,0,79.304
0.84746,255.000,0,80.141
1.01695,255.000,0,75.304
1.18644,255.000,0,86.783
1.35593,255.000,0,86.000
1.52542,255.000,0,96.543
1.69492,255.000,0,103.217
1.86441,252.717,0,123.087
2.03390,236.087,0,132.304
2.20339,160.467,0,143.207
2.37288,100.087,0,156.261
2.54237,65.413,0,177.522
2.71186,51.652,0,199.957
2.88136,47.793,0,210.913
3.05085,48.217,0,233.609
3.22034,45.500,0,213.565
3.38983,43.087,0,206.130
3.55932,40.489,0,171.620
3.72881,45.565,0,152.609
3.89831,48.500,0,135.750
