X0,Y0,Y1,Y2
0.00000,153.500,0,56.750
0.16949,200.368,0,61.021
0.33898,223.000,0,66.250
0.50847,253.876,0,68.665
0.67797,255.000,0,74.081
0.84746,255.000,0,73.062
1.01695,255.000,0,74.130
1.18644,255.000,0,89.488
1.35593,255.000,0,104.151
1.52542,255.000,0,124.971
1.69492,255.000,0,151.700
1.86441,255.000,0,192.500
2.03390,208.252,0,231.552
2.20339,140.500,0,253.636
2.37288,87.841,0,255.000
2.54237,57.318,0,255.000
2.71186,35.690,0,254.983
2.88136,34.554,0,251.529
3.05085,35.097,0,237.178
3.22034,31.669,0,219.347
3.38983,28.143,0,206.320
3.55932,25.525,0,207.277
3.72881,25.750,0,231.250
