X0,Y0,Y1,Y2
0.00000,255.000,0,158.000
0.16949,255.000,0,179.808
0.33898,255.000,0,176.687
0.50847,255.000,0,145.290
0.67797,255.000,0,133.621
0.84746,255.000,0,130.827
1.01695,255.000,0,114.638
1.18644,245.138,0,139.245
1.35593,214.955,0,144.720
1.52542,204.113,0,122.771
1.69492,208.429,0,119.718
1.86441,190.279,0,120.562
2.03390,158.113,0,110.144
2.20339,142.236,0,107.740
2.37288,137.501,0,117.540
2.54237,141.672,0,128.510
2.71186,142.858,0,130.709
2.88136,158.333,0,136.000
3.05085,137.082,0,122.535
3.22034,134.286,0,112.841
3.38983,97.885,0,115.220
3.55932,81.886,0,133.627
3.72881,81.444,0,151.582
3.89831,74.280,0,169.370
4.06780,77.363,0,205.507
4.23729,83.959,0,209.082
4.40678,68.456,0,172.377
4.57627,59.715,0,122.569
4.74576,58.516,0,112.656
4.91525,55.369,0,128.421
5.08475,67.340,0,114.531
5.25424,69.485,0,113.225
5.42373,57.621,0,116.804
5.59322,45.220,0,125.681
5.76271,41.222,0,118.556
