X0,Y0,Y1,Y2
0.00000,246.000,0,93.000
0.16949,254.413,0,102.891
0.33898,255.000,0,116.391
0.50847,255.000,0,120.435
0.67797,255.000,0,126.478
0.84746,255.000,0,123.630
1.01695,255.000,0,112.478
1.18644,255.000,0,110.522
1.35593,255.000,0,108.304
1.52542,255.000,0,136.913
1.69492,255.000,0,186.652
1.86441,209.348,0,231.370
2.03390,164.348,0,255.000
2.20339,129.978,0,255.000
2.37288,105.435,0,249.957
2.54237,96.674,0,219.848
2.71186,91.435,0,194.174
2.88136,86.848,0,169.478
3.05085,81.087,0,166.130
3.22034,78.130,0,173.630
3.38983,74.957,0,184.087
3.55932,64.913,0,185.717
3.72881,59.609,0,155.783
3.89831,55.500,0,139.000
