X0,Y0,Y1,Y2
0.00000,96.111,132.778,0
0.16949,100.534,180.277,0
0.33898,106.677,208.569,0
0.50847,107.836,196.869,0
0.67797,109.335,176.052,0
0.84746,117.569,162.780,0
1.01695,133.069,163.128,0
1.18644,196.180,153.485,0
1.35593,246.073,133.432,0
1.52542,255.000,118.239,0
1.69492,255.000,101.531,0
1.86441,255.000,90.083,0
2.03390,255.000,85.053,0
2.20339,255.000,80.134,0
2.37288,255.000,76.373,0
2.54237,255.000,73.334,0
2.71186,255.000,67.759,0
2.88136,255.000,57.888,0
3.05085,255.000,50.117,0
3.22034,255.000,47.749,0
3.38983,255.000,49.101,0
3.55932,251.382,47.669,0
3.72881,210.373,39.797,0
3.89831,124.333,34.000,0
