X0,Y0,Y1,Y2
0.00000,67.333,129.4444,0
0.16949,62.261,143.7467,0
0.33898,58.880,135.7254,0
0.50847,60.400,125.8800,0
0.67797,60.766,111.5768,0
0.84746,60.963,95.4568,0
1.01695,69.396,82.9333,0
1.18644,81.991,84.2336,0
1.35593,105.395,83.3556,0
1.52542,137.684,80.6356,0
1.69492,155.815,75.6049,0
1.86441,189.612,74.5457,0
2.03390,218.200,67.3600,0
2.20339,241.524,65.7590,0
2.37288,253.922,69.1526,0
2.54237,247.333,70.5556,0
2.71186,250.378,77.8514,0
2.88136,229.009,75.8988,0
3.05085,222.782,77.1867,0
3.22034,224.172,75.7111,0
3.38983,234.457,78.6543,0
3.55932,246.440,76.0800,0
3.72881,247.526,72.1778,0
3.89831,254.306,72.0978,0
4.06780,251.284,70.6800,0
4.23729,239.296,73.1852,0
4.40678,235.485,70.4538,0
4.57627,223.236,74.1511,0
4.74576,193.639,72.4509,0
4.91525,172.316,72.5363,0
5.08475,152.000,83.0000,0
