X0,Y0,Y1,Y2
0.00000,78.778,162.667,0
0.16949,71.246,181.901,0
0.33898,64.386,194.231,0
0.50847,69.633,215.554,0
0.67797,80.748,205.092,0
0.84746,94.238,178.827,0
1.01695,93.895,163.960,0
1.18644,87.468,139.333,0
1.35593,88.739,119.673,0
1.52542,90.255,99.816,0
1.69492,94.180,86.648,0
1.86441,113.787,80.281,0
2.03390,124.596,79.852,0
2.20339,124.037,68.222,0
2.37288,121.872,56.851,0
2.54237,127.264,56.813,0
2.71186,146.407,48.021,0
2.88136,161.297,50.580,0
3.05085,166.414,47.364,0
3.22034,173.851,45.998,0
3.38983,186.672,54.602,0
3.55932,203.448,53.091,0
3.72881,241.292,55.594,0
3.89831,251.349,53.168,0
4.06780,255.000,49.945,0
4.23729,255.000,54.141,0
4.40678,240.481,52.407,0
4.57627,252.465,53.042,0
4.74576,255.000,51.150,0
4.91525,255.000,56.927,0
5.08475,255.000,56.655,0
5.25424,255.000,53.653,0
5.42373,255.000,55.056,0
5.59322,254.819,52.600,0
5.76271,243.499,57.713,0
5.93220,236.741,54.930,0
6.10170,189.976,65.367,0
6.27119,139.735,68.301,0
6.44068,110.389,63.584,0
6.61017,101.000,69.667,0
