X0,Y0,Y1,Y2
0.00000,66.000,241.000,0
0.16949,67.442,215.550,0
0.33898,63.011,166.887,0
0.50847,64.291,148.713,0
0.67797,63.461,139.750,0
0.84746,76.083,117.590,0
1.01695,90.331,109.807,0
1.18644,123.304,102.143,0
1.35593,163.620,101.867,0
1.52542,174.972,108.421,0
1.69492,180.347,102.582,0
1.86441,202.895,104.324,0
2.03390,226.553,99.155,0
2.20339,243.352,101.985,0
2.37288,251.847,96.662,0
2.54237,254.843,95.379,0
2.71186,255.000,96.601,0
2.88136,255.000,99.434,0
3.05085,255.000,101.483,0
3.22034,252.870,99.746,0
3.38983,237.012,93.213,0
3.55932,219.279,91.825,0
3.72881,205.344,91.434,0
3.89831,193.726,92.229,0
4.06780,186.868,87.690,0
4.23729,181.214,83.075,0
4.40678,180.370,82.976,0
4.57627,175.301,82.957,0
4.74576,166.801,78.342,0
4.91525,152.638,77.323,0
5.08475,141.490,80.753,0
5.25424,124.667,85.333,0
