X0,Y0,Y1,Y2
0.00000,255.000,0,66.500
0.16949,255.000,0,67.983
0.33898,255.000,0,72.198
0.50847,255.000,0,80.388
0.67797,255.000,0,78.784
0.84746,255.000,0,75.767
1.01695,255.000,0,80.560
1.18644,255.000,0,82.379
1.35593,255.000,0,89.198
1.52542,255.000,0,103.302
1.69492,255.000,0,115.983
1.86441,243.647,0,132.862
2.03390,197.121,0,164.948
2.20339,146.793,0,200.724
2.37288,126.328,0,225.474
2.54237,123.250,0,243.664
2.71186,125.448,0,243.207
2.88136,123.483,0,241.103
3.05085,116.371,0,239.612
3.22034,107.853,0,233.121
3.38983,98.198,0,229.638
3.55932,93.009,0,215.793
3.72881,86.052,0,200.198
3.89831,79.043,0,190.422
4.06780,77.060,0,177.371
4.23729,73.336,0,170.388
4.40678,63.034,0,163.888
4.57627,54.767,0,145.466
4.74576,53.147,0,144.836
4.91525,56.500,0,152.750
