X0,Y0,Y1,Y2
0.0000,205.000,0,51.000
0.1695,195.386,0,45.443
0.3390,230.639,0,47.968
0.5085,252.406,0,45.381
0.6780,255.000,0,42.541
0.8475,255.000,0,44.416
1.0169,255.000,0,45.311
1.1864,255.000,0,44.506
1.3559,255.000,0,45.643
1.5254,255.000,0,52.429
1.6949,255.000,0,53.979
1.8644,255.000,0,51.258
2.0339,255.000,0,53.322
2.2034,255.000,0,53.176
2.3729,255.000,0,53.852
2.5424,255.000,0,53.406
2.7119,255.000,0,54.913
2.8814,255.000,0,60.894
3.0508,255.000,0,57.612
3.2203,255.000,0,57.045
3.3898,255.000,0,61.127
3.5593,255.000,0,70.111
3.7288,255.000,0,89.563
3.8983,255.000,0,133.914
4.0678,255.000,0,180.438
4.2373,255.000,0,205.237
4.4068,253.559,0,208.867
4.5763,255.000,0,213.388
4.7458,253.519,0,220.457
4.9153,253.841,0,218.885
5.0847,248.830,0,216.753
5.2542,234.136,0,211.907
5.4237,222.311,0,205.097
5.5932,206.794,0,201.317
5.7627,206.372,0,200.724
5.9322,205.025,0,208.247
6.1017,200.980,0,225.878
6.2712,195.469,0,234.771
6.4407,175.392,0,246.983
6.6102,173.356,0,246.122
6.7797,196.772,0,252.726
6.9492,198.823,0,254.145
7.1186,172.889,0,255.000
7.2881,144.517,0,254.562
7.4576,116.196,0,255.000
7.6271,101.918,0,253.163
7.7966,104.286,0,255.000
7.9661,111.941,0,249.681
8.1356,119.751,0,247.984
8.3051,115.963,0,242.593
8.4746,115.308,0,244.902
8.6441,117.122,0,251.939
8.8136,119.192,0,249.686
8.9831,116.113,0,250.844
9.1525,97.612,0,238.633
9.3220,73.284,0,229.127
9.4915,76.012,0,197.123
9.6610,72.488,0,174.735
9.8305,75.349,0,167.297
10.0000,80.889,0,158.100
10.1695,83.376,0,160.381
10.3390,87.338,0,164.783
10.5085,81.283,0,160.720
10.6780,74.000,0,158.000
