X0,Y0,Y1,Y2
0.00000,89.000,93.2500,0
0.16949,81.814,121.0914,0
0.33898,81.690,132.7472,0
0.50847,85.726,124.1648,0
0.67797,94.425,110.7091,0
0.84746,103.681,94.8241,0
1.01695,122.109,75.9758,0
1.18644,163.299,67.8809,0
1.35593,213.990,64.4058,0
1.52542,246.546,61.9280,0
1.69492,255.000,60.1503,0
1.86441,255.000,59.0194,0
2.03390,255.000,64.3123,0
2.20339,255.000,65.8615,0
2.37288,255.000,63.7022,0
2.54237,255.000,60.6981,0
2.71186,255.000,58.9882,0
2.88136,253.454,59.9391,0
3.05085,230.558,65.0776,0
3.22034,206.000,67.0000,0
